DATAFLOW,LAST UPDATE,freq,product,consom,unit,tax,currency,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,FR,2017-S1,0.1704,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,FR,2018-S1,0.1748,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,FR,2019-S1,0.1778,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,FR,2020-S1,0.1893,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,FR,2021-S1,0.1946,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,FR,2022-S1,0.2086,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,GE,2018-S1,0.0685,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,GE,2019-S1,0.0809,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,GE,2020-S1,0.0663,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,GE,2021-S1,0.0631,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,GE,2022-S1,0.0747,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,HR,2010-S1,0.1151,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,HR,2011-S1,0.1137,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,HR,2012-S1,0.1208,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,HR,2013-S1,0.1372,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,HR,2014-S1,0.1312,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,HR,2015-S1,0.1317,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,HR,2016-S1,0.1311,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,HR,2017-S1,0.1196,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,HR,2018-S1,0.1311,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,HR,2019-S1,0.1321,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,HR,2020-S1,0.1301,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,HR,2021-S1,0.1291,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,HR,2022-S1,0.1354,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,HU,2010-S1,0.1701,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,HU,2011-S1,0.1682,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,HU,2012-S1,0.1549,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,HU,2013-S1,0.1397,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,HU,2014-S1,0.1202,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,HU,2015-S1,0.1127,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,HU,2016-S1,0.1114,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,HU,2017-S1,0.1125,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,HU,2018-S1,0.1123,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,HU,2019-S1,0.1120,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,HU,2020-S1,0.1031,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,HU,2021-S1,0.1003,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,HU,2022-S1,0.0948,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,IE,2010-S1,0.1804,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,IE,2011-S1,0.1901,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,IE,2012-S1,0.2155,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,IE,2013-S1,0.2295,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,IE,2014-S1,0.2407,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,IE,2015-S1,0.2426,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,IE,2016-S1,0.2320,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,IE,2017-S1,0.2305,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,IE,2018-S1,0.2369,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,IE,2019-S1,0.2423,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,IE,2020-S1,0.2413,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,IE,2021-S1,0.2555,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,IE,2022-S1,0.2741,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,IS,2012-S1,0.1110,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,IS,2013-S1,0.1053,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,IS,2014-S1,0.1133,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,IS,2015-S1,0.1197,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,IS,2016-S1,0.1312,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,IS,2017-S1,0.1598,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,IS,2018-S1,0.1545,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,IS,2019-S1,0.1429,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,IS,2020-S1,0.1341,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,IS,2021-S1,0.1355,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,IS,2022-S1,0.1530,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,IT,2010-S1,0.1965,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,IT,2011-S1,0.1987,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,IT,2012-S1,0.2132,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,IT,2013-S1,0.2292,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,IT,2014-S1,0.2446,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,IT,2015-S1,0.2450,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,IT,2016-S1,0.2342,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,IT,2017-S1,0.2132,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,IT,2018-S1,0.2067,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,IT,2019-S1,0.2301,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,IT,2020-S1,0.2226,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,IT,2021-S1,0.2259,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,IT,2022-S1,0.3115,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,LI,2014-S1,0.1531,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,LI,2015-S1,0.1841,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,LI,2016-S1,0.1728,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,LI,2017-S1,0.1724,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,LI,2018-S1,0.1916,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,LI,2019-S1,0.1985,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,LI,2020-S1,0.2115,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,LI,2021-S1,0.2071,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,LI,2022-S1,0.2201,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,LT,2010-S1,0.1156,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,LT,2011-S1,0.1214,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,LT,2012-S1,0.1260,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,LT,2013-S1,0.1370,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,LT,2014-S1,0.1330,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,LT,2015-S1,0.1256,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,LT,2016-S1,0.1231,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,LT,2017-S1,0.1116,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,LT,2018-S1,0.1097,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,LT,2019-S1,0.1255,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,LT,2020-S1,0.1426,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,LT,2021-S1,0.1348,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,LT,2022-S1,0.1497,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,LU,2010-S1,0.1726,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,LU,2011-S1,0.1678,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,LU,2012-S1,0.1696,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,LU,2013-S1,0.1665,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,LU,2014-S1,0.1738,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,LU,2015-S1,0.1767,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,LU,2016-S1,0.1698,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,LU,2017-S1,0.1615,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,LU,2018-S1,0.1671,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,LU,2019-S1,0.1798,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,LU,2020-S1,0.1986,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,LU,2021-S1,0.1988,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,LU,2022-S1,0.2017,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,LV,2010-S1,0.1049,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,LV,2011-S1,0.1168,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,LV,2012-S1,0.1382,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,LV,2013-S1,0.1378,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,LV,2014-S1,0.1365,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,LV,2015-S1,0.1635,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,LV,2016-S1,0.1628,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,LV,2017-S1,0.1586,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,LV,2018-S1,0.1531,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,LV,2019-S1,0.1629,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,LV,2020-S1,0.1420,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,LV,2021-S1,0.1403,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,LV,2022-S1,0.1312,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,MD,2015-S1,0.0819,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,MD,2016-S1,0.0962,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,MD,2017-S1,0.0977,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,MD,2018-S1,0.1020,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,MD,2019-S1,0.0936,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,MD,2020-S1,0.1068,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,MD,2021-S1,0.0851,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,MD,2022-S1,0.1172,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,ME,2011-S1,0.0870,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,ME,2012-S1,0.0910,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,ME,2013-S1,0.0956,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,ME,2014-S1,0.0985,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,ME,2015-S1,0.0982,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,ME,2016-S1,0.0956,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,ME,2017-S1,0.0983,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,ME,2018-S1,0.1024,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,ME,2019-S1,0.1032,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,ME,2020-S1,0.0988,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,ME,2021-S1,0.0980,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,ME,2022-S1,0.0961,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,MK,2013-S1,0.0810,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,MK,2014-S1,0.0785,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,MK,2015-S1,0.0826,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,MK,2016-S1,0.0822,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,MK,2017-S1,0.0820,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,MK,2018-S1,0.0781,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,MK,2019-S1,0.0783,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,MK,2020-S1,0.0782,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,MK,2021-S1,0.0841,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,MK,2022-S1,0.0940,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,MT,2010-S1,0.1647,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,MT,2011-S1,0.1651,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,MT,2012-S1,0.1673,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,MT,2013-S1,0.1664,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,MT,2014-S1,0.1474,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,MT,2015-S1,0.1257,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,MT,2016-S1,0.1257,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,MT,2017-S1,0.1328,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,MT,2018-S1,0.1285,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,MT,2019-S1,0.1290,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,MT,2020-S1,0.1284,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,MT,2021-S1,0.1285,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,MT,2022-S1,0.1293,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,NL,2010-S1,0.1767,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,NL,2011-S1,0.1802,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,NL,2012-S1,0.1850,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,NL,2013-S1,0.1898,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,NL,2014-S1,0.1841,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,NL,2015-S1,0.1986,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,NL,2016-S1,0.1620,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,NL,2017-S1,0.1562,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,NL,2018-S1,0.1706,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,NL,2019-S1,0.2067,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,NL,2020-S1,0.1427,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,NL,2021-S1,0.1281,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,NL,2022-S1,0.0451,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,NO,2010-S1,0.2027,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,NO,2011-S1,0.2133,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,NO,2012-S1,0.1881,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,NO,2013-S1,0.1909,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,NO,2014-S1,0.1653,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,NO,2015-S1,0.1614,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,NO,2016-S1,0.1515,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,NO,2017-S1,0.1642,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,NO,2018-S1,0.1751,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,NO,2019-S1,0.1867,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,NO,2020-S1,0.1355,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,NO,2021-S1,0.1826,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,NO,2022-S1,0.1994,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,PL,2010-S1,0.1341,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,PL,2011-S1,0.1471,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,PL,2012-S1,0.1418,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,PL,2013-S1,0.1480,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,PL,2014-S1,0.1421,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,PL,2015-S1,0.1444,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,PL,2016-S1,0.1332,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,PL,2017-S1,0.1446,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,PL,2018-S1,0.1410,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,PL,2019-S1,0.1343,
